"data_year","offense","race","count","state"
2022,"all","Asian",2044,"NJ"
2022,"all","Native Hawaiian",331,"NJ"
2022,"all","Black or African American",47148,"NJ"
2022,"all","American Indian or Alaska Native",192,"NJ"
2022,"all","White",68924,"NJ"
2022,"all","Unknown",630,"NJ"
