"data_year","offense","race","count","state"
2022,"all","Asian",708,"AR"
2022,"all","Native Hawaiian",999,"AR"
2022,"all","Black or African American",31187,"AR"
2022,"all","American Indian or Alaska Native",278,"AR"
2022,"all","White",66961,"AR"
2022,"all","Unknown",1612,"AR"
