"data_year","offense","race","count","state"
2022,"all","Asian",324,"LA"
2022,"all","Native Hawaiian",27,"LA"
2022,"all","Black or African American",56030,"LA"
2022,"all","American Indian or Alaska Native",224,"LA"
2022,"all","White",41480,"LA"
2022,"all","Unknown",1121,"LA"
