"data_year","offense","race","count","state"
2022,"all","Asian",5513,"HI"
2022,"all","Native Hawaiian",10646,"HI"
2022,"all","Black or African American",1890,"HI"
2022,"all","American Indian or Alaska Native",63,"HI"
2022,"all","White",9532,"HI"
2022,"all","Unknown",1583,"HI"
