"data_year","offense","race","count","state"
2022,"all","Asian",809,"OK"
2022,"all","Native Hawaiian",124,"OK"
2022,"all","Black or African American",17322,"OK"
2022,"all","American Indian or Alaska Native",9277,"OK"
2022,"all","White",50939,"OK"
2022,"all","Unknown",1431,"OK"
