"data_year","offense","race","count","state"
2022,"all","Asian",231,"SD"
2022,"all","Native Hawaiian",155,"SD"
2022,"all","Black or African American",2634,"SD"
2022,"all","American Indian or Alaska Native",22910,"SD"
2022,"all","White",15691,"SD"
2022,"all","Unknown",3565,"SD"
