"data_year","offense","race","count","state"
2022,"all","Asian",191,"ME"
2022,"all","Native Hawaiian",7,"ME"
2022,"all","Black or African American",2120,"ME"
2022,"all","American Indian or Alaska Native",283,"ME"
2022,"all","White",26810,"ME"
2022,"all","Unknown",1452,"ME"
