"data_year","offense","race","count","state"
2022,"all","Asian",635,"MO"
2022,"all","Native Hawaiian",235,"MO"
2022,"all","Black or African American",45432,"MO"
2022,"all","American Indian or Alaska Native",193,"MO"
2022,"all","White",95298,"MO"
2022,"all","Unknown",1245,"MO"
