"data_year","offense","race","count","state"
2022,"all","Asian",131,"MT"
2022,"all","Native Hawaiian",57,"MT"
2022,"all","Black or African American",737,"MT"
2022,"all","American Indian or Alaska Native",8291,"MT"
2022,"all","White",17745,"MT"
2022,"all","Unknown",432,"MT"
