"data_year","offense","race","count","state"
2022,"all","Asian",995,"IA"
2022,"all","Native Hawaiian",269,"IA"
2022,"all","Black or African American",14322,"IA"
2022,"all","American Indian or Alaska Native",904,"IA"
2022,"all","White",50246,"IA"
2022,"all","Unknown",792,"IA"
