"data_year","offense","race","count","state"
2022,"all","Asian",911,"AK"
2022,"all","Native Hawaiian",71,"AK"
2022,"all","Black or African American",1530,"AK"
2022,"all","American Indian or Alaska Native",8214,"AK"
2022,"all","White",10260,"AK"
2022,"all","Unknown",254,"AK"
