"data_year","offense","race","count","state"
2022,"all","Asian",1309,"AZ"
2022,"all","Native Hawaiian",507,"AZ"
2022,"all","Black or African American",25894,"AZ"
2022,"all","American Indian or Alaska Native",23444,"AZ"
2022,"all","White",128861,"AZ"
2022,"all","Unknown",1160,"AZ"
