"data_year","offense","race","count","state"
2022,"all","Asian",254,"RI"
2022,"all","Native Hawaiian",12,"RI"
2022,"all","Black or African American",5640,"RI"
2022,"all","American Indian or Alaska Native",40,"RI"
2022,"all","White",15997,"RI"
2022,"all","Unknown",155,"RI"
