"data_year","offense","race","count","state"
2022,"all","Asian",68,"DC"
2022,"all","Native Hawaiian",17,"DC"
2022,"all","Black or African American",14441,"DC"
2022,"all","American Indian or Alaska Native",13,"DC"
2022,"all","White",1506,"DC"
2022,"all","Unknown",549,"DC"
