"data_year","offense","race","count","state"
2022,"all","Asian",509,"KS"
2022,"all","Native Hawaiian",0,"KS"
2022,"all","Black or African American",14026,"KS"
2022,"all","American Indian or Alaska Native",677,"KS"
2022,"all","White",52075,"KS"
2022,"all","Unknown",0,"KS"
