"data_year","offense","race","count","state"
2022,"all","Asian",236,"ND"
2022,"all","Native Hawaiian",24,"ND"
2022,"all","Black or African American",3708,"ND"
2022,"all","American Indian or Alaska Native",6953,"ND"
2022,"all","White",19330,"ND"
2022,"all","Unknown",620,"ND"
