"data_year","offense","race","count","state"
2022,"all","Asian",2283,"MN"
2022,"all","Native Hawaiian",204,"MN"
2022,"all","Black or African American",28124,"MN"
2022,"all","American Indian or Alaska Native",6409,"MN"
2022,"all","White",57726,"MN"
2022,"all","Unknown",23459,"MN"
