"data_year","offense","race","count","state"
2022,"all","Asian",4547,"WA"
2022,"all","Native Hawaiian",575,"WA"
2022,"all","Black or African American",18545,"WA"
2022,"all","American Indian or Alaska Native",4648,"WA"
2022,"all","White",96935,"WA"
2022,"all","Unknown",6647,"WA"
