"data_year","offense","race","count","state"
2022,"all","Asian",945,"MD"
2022,"all","Native Hawaiian",82,"MD"
2022,"all","Black or African American",46756,"MD"
2022,"all","American Indian or Alaska Native",138,"MD"
2022,"all","White",41908,"MD"
2022,"all","Unknown",1499,"MD"
