"data_year","offense","race","count","state"
2022,"all","Asian",2241,"UT"
2022,"all","Native Hawaiian",997,"UT"
2022,"all","Black or African American",6067,"UT"
2022,"all","American Indian or Alaska Native",2841,"UT"
2022,"all","White",76397,"UT"
2022,"all","Unknown",6132,"UT"
