"data_year","offense","race","count","state"
2022,"all","Asian",85,"DE"
2022,"all","Native Hawaiian",2,"DE"
2022,"all","Black or African American",12230,"DE"
2022,"all","American Indian or Alaska Native",13,"DE"
2022,"all","White",12596,"DE"
2022,"all","Unknown",153,"DE"
