"data_year","offense","race","count","state"
2022,"all","Asian",578,"FL"
2022,"all","Native Hawaiian",361,"FL"
2022,"all","Black or African American",39789,"FL"
2022,"all","American Indian or Alaska Native",246,"FL"
2022,"all","White",62328,"FL"
2022,"all","Unknown",456,"FL"
