"data_year","offense","race","count","state"
2022,"all","Asian",1539,"NC"
2022,"all","Native Hawaiian",90,"NC"
2022,"all","Black or African American",101059,"NC"
2022,"all","American Indian or Alaska Native",4174,"NC"
2022,"all","White",120204,"NC"
2022,"all","Unknown",2103,"NC"
