"data_year","offense","race","count","state"
2022,"all","Asian",89,"VT"
2022,"all","Native Hawaiian",0,"VT"
2022,"all","Black or African American",929,"VT"
2022,"all","American Indian or Alaska Native",43,"VT"
2022,"all","White",11162,"VT"
2022,"all","Unknown",165,"VT"
