"data_year","offense","race","count","state"
2022,"all","Asian",146,"MS"
2022,"all","Native Hawaiian",17,"MS"
2022,"all","Black or African American",26444,"MS"
2022,"all","American Indian or Alaska Native",241,"MS"
2022,"all","White",22590,"MS"
2022,"all","Unknown",796,"MS"
