"data_year","offense","race","count","state"
2022,"all","Asian",584,"SC"
2022,"all","Native Hawaiian",86,"SC"
2022,"all","Black or African American",60618,"SC"
2022,"all","American Indian or Alaska Native",397,"SC"
2022,"all","White",77239,"SC"
2022,"all","Unknown",703,"SC"
