"data_year","offense","race","count","state"
2022,"all","Asian",1387,"CO"
2022,"all","Native Hawaiian",221,"CO"
2022,"all","Black or African American",19775,"CO"
2022,"all","American Indian or Alaska Native",2613,"CO"
2022,"all","White",137619,"CO"
2022,"all","Unknown",0,"CO"
