"data_year","offense","race","count","state"
2022,"all","Asian",269,"NH"
2022,"all","Native Hawaiian",13,"NH"
2022,"all","Black or African American",2211,"NH"
2022,"all","American Indian or Alaska Native",31,"NH"
2022,"all","White",33589,"NH"
2022,"all","Unknown",375,"NH"
