"data_year","offense","race","count","state"
2022,"all","Asian",1919,"PA"
2022,"all","Native Hawaiian",77,"PA"
2022,"all","Black or African American",58830,"PA"
2022,"all","American Indian or Alaska Native",147,"PA"
2022,"all","White",129646,"PA"
2022,"all","Unknown",945,"PA"
