"data_year","offense","race","count","state"
2022,"all","Asian",666,"OH"
2022,"all","Native Hawaiian",68,"OH"
2022,"all","Black or African American",58210,"OH"
2022,"all","American Indian or Alaska Native",146,"OH"
2022,"all","White",95973,"OH"
2022,"all","Unknown",6164,"OH"
