"data_year","offense","race","count","state"
2022,"all","Asian",722,"MI"
2022,"all","Native Hawaiian",106,"MI"
2022,"all","Black or African American",60027,"MI"
2022,"all","American Indian or Alaska Native",1577,"MI"
2022,"all","White",95880,"MI"
2022,"all","Unknown",5227,"MI"
