"data_year","offense","race","count","state"
2022,"all","Asian",1148,"OR"
2022,"all","Native Hawaiian",527,"OR"
2022,"all","Black or African American",7276,"OR"
2022,"all","American Indian or Alaska Native",1409,"OR"
2022,"all","White",84047,"OR"
2022,"all","Unknown",2908,"OR"
