"data_year","offense","race","count","state"
2022,"all","Asian",2463,"WI"
2022,"all","Native Hawaiian",237,"WI"
2022,"all","Black or African American",44162,"WI"
2022,"all","American Indian or Alaska Native",6358,"WI"
2022,"all","White",126981,"WI"
2022,"all","Unknown",4134,"WI"
