"data_year","offense","race","count","state"
2022,"all","Asian",47,"WY"
2022,"all","Native Hawaiian",27,"WY"
2022,"all","Black or African American",539,"WY"
2022,"all","American Indian or Alaska Native",2022,"WY"
2022,"all","White",11647,"WY"
2022,"all","Unknown",42,"WY"
