"data_year","offense","race","count","state"
2022,"all","Asian",7048,"TX"
2022,"all","Native Hawaiian",1982,"TX"
2022,"all","Black or African American",149277,"TX"
2022,"all","American Indian or Alaska Native",1103,"TX"
2022,"all","White",389277,"TX"
2022,"all","Unknown",3656,"TX"
