"data_year","offense","race","count","state"
2022,"all","Asian",911,"TN"
2022,"all","Native Hawaiian",300,"TN"
2022,"all","Black or African American",73510,"TN"
2022,"all","American Indian or Alaska Native",425,"TN"
2022,"all","White",178196,"TN"
2022,"all","Unknown",1212,"TN"
