"data_year","offense","race","count","state"
2022,"all","Asian",2107,"NY"
2022,"all","Native Hawaiian",24,"NY"
2022,"all","Black or African American",50087,"NY"
2022,"all","American Indian or Alaska Native",1149,"NY"
2022,"all","White",107604,"NY"
2022,"all","Unknown",1084,"NY"
