"","state","PUMA","count","foster_per_pop","foster_density"
"2057","tx","04607",18.8602127875766,2.8036588059427,0.114702861097445
"2058","tx","04608",3.11997963816109,0.533603495495313,0.0399198648374475
"2059","tx","04609",31.7763265737941,2.68245201534645,0.434693343452869
"2060","tx","04610",11.3910144759945,1.50158376957481,0.1621987733294
"2061","tx","04611",21.6425495376299,2.75000629448919,0.261077208404945
"2062","tx","04612",15.6135855579821,2.21878436236779,0.30456383968825
"2063","tx","04613",15.9855446608603,3.90940197135248,0.297024862566818
"2064","tx","04614",18.3407540552054,2.99636563555064,0.674542013157107
"2065","tx","04615",10.8653862883063,1.65002069678152,0.304724862141365
"2066","tx","04616",8.77326054632788,1.17619795499771,0.180505974765533
"2067","tx","04617",15.5666547622036,2.10930281330672,0.112197270287236
"2068","tx","04618",14.0884062673166,1.54478138896015,0.266477159374478
"2069","tx","04619",9.96757810884655,0.969325888247258,0.13662991907573
"2070","tx","04620",10.7714183148666,0.757536979736027,0.0901867508717534
"2071","tx","04621",4.06643476580842,0.738143903759016,0.0236244526480342
"2072","tx","04622",6.04675665395842,0.879912202264031,0.0251923142240891
"2073","tx","04623",5.64260505711802,0.93327903690341,0.0168789192523355
"2074","tx","04624",11.5479125235477,1.4509250563573,0.0277920628328339
"2075","tx","04625",9.41342120410827,0.932853156684993,0.0460589374232296
"2076","tx","04626",15.6539283325449,1.57262691707303,0.211002277103592
"2077","tx","04627",5.15802027566585,0.628413776275079,0.03928303592036
"2078","tx","04628",11.9086374796895,1.56158372406104,0.151740854768707
"2079","tx","04629",25.7583394479218,3.00143782893519,0.317764949769941
"2080","tx","04630",10.670297800619,0.801554822762849,0.0452383288808768
"2081","tx","04631",8.43954850317289,0.755014179922427,0.0759356239168879
"2082","tx","04632",64.441629315277,4.02433206240411,0.106941867606006
"2083","tx","04633",8.61966024890751,0.915135391114504,0.170843947306588
"2084","tx","04634",26.7344047009377,3.62894050508181,0.386007699487193
"2085","tx","04635",10.7290024971389,1.50582491187915,0.104060346294249
"2086","tx","04636",17.4103660392429,2.35657363822995,0.154268877483784
"2087","tx","04637",6.73554122676187,0.945471817344452,0.139347140491067
"2088","tx","04638",14.4653034827238,1.4719958769435,0.384968212258277
"2089","tx","04701",10.909475136014,1.35001548521395,0.00535667653777418
"2090","tx","04702",20.8352431083485,2.07439696419241,0.0908420224897738
"2091","tx","04801",8.17322298310225,1.05747483285059,0.061061195664815
"2092","tx","04802",11.0974247130953,1.01170796910341,0.0064972748888683
"2093","tx","04803",4.39585360941126,0.754264517743867,0.001886613885772
"2094","tx","04901",14.3554872187421,2.01962397562494,0.148133647615818
"2095","tx","04902",14.8817385604543,1.70877696181585,0.111119966970431
"2096","tx","04903",8.24375232093433,0.89140920425328,0.0531959859494617
"2097","tx","04904",50.8648382995481,3.71032448023547,0.442554186080882
"2098","tx","04905",37.8967137969551,2.21994691564379,0.0211139820770066
"2099","tx","05000",23.7454314396224,1.51486005994401,0.00188610248051895
"2100","tx","05100",15.1098823482312,0.99472563187829,0.00191903888972975
"2101","tx","05201",20.5109317397531,1.85804255274509,0.00929249627492954
"2102","tx","05202",12.6293361524303,1.24133439673976,0.0937320066812613
"2103","tx","05203",9.01298764533306,1.02327289343018,0.077616909981236
"2104","tx","05204",7.46310958585645,0.668737418087496,0.0154604185884776
"2105","tx","05301",8.90267392265564,0.844175414626934,0.0205225860304258
"2106","tx","05302",0.982069797396342,0.41246106568515,0.0143706561483088
"2107","tx","05303",7.87884540310565,0.728039678719798,0.0535732223043948
"2108","tx","05304",5.0291942922596,0.795758590547406,0.0352066353955797
"2109","tx","05305",5.72465241465389,0.796750510042295,0.0217696028609599
"2110","tx","05306",13.9604018832007,0.667642366484971,0.195853732740881
"2111","tx","05307",4.40532000211803,0.843284839609118,0.0663046904014233
"2112","tx","05308",11.1840464496062,2.11498609107531,0.0674883318164041
"2113","tx","05309",8.36595768720846,0.841645642576304,0.00646034722233022
"2114","tx","05400",11.9523536672845,0.51205353728406,0.00678241476626127
"2115","tx","05500",10.4498956258477,0.961086694182626,0.000646887432232653
"2116","tx","05600",6.35758010988066,1.11536493155801,0.00127567849068401
"2117","tx","05700",16.0822269287146,1.16243056947702,0.00867659865488496
"2118","tx","05800",8.1140324925942,0.862094399978135,0.00544317301139983
"2119","tx","05901",11.6224352276006,1.87670518772817,0.230378227785414
"2120","tx","05902",6.16942880684726,0.632307964215154,0.0590269963113541
"2121","tx","05903",7.30230280771646,1.04587550955549,0.0809443998424632
"2122","tx","05904",9.94815607643814,1.45483417321412,0.210867715416014
"2123","tx","05905",21.2250020646136,1.52785790848068,0.220769872678612
"2124","tx","05906",9.91636097327288,1.42068208786144,0.121111403693054
"2125","tx","05907",11.9140771201201,1.10983485050024,0.00911532906474753
"2126","tx","05908",5.73907561242767,0.675105941939498,0.0835893946803271
"2127","tx","05909",25.0984266670905,3.14990294516698,0.434774951399044
"2128","tx","05910",13.6678948681786,1.26122495784614,0.206606050029374
"2129","tx","05911",3.15319208770129,0.388563411916363,0.0341430568173756
"2130","tx","05912",8.83277913581499,1.03319442458942,0.103430473306993
"2131","tx","05913",16.836521737212,2.27766798393019,0.191680711406609
"2132","tx","05914",10.598911527015,0.65684875601233,0.0223004673817086
"2133","tx","05915",12.7671883739531,1.26520546763978,0.0353214887976439
"2134","tx","05916",7.66284028486341,0.742955234134517,0.0414189441978177
"2135","tx","06000",14.2986620723487,1.8647185801185,0.00155543858113594
"2136","tx","06100",12.7243601483233,1.25511542200861,0.00109326035610792
"2137","tx","06200",4.65999846693295,0.339229705680494,0.00012479982207088
"2138","tx","06301",11.0061090705791,1.12721313709331,0.167880108727901
"2139","tx","06302",11.0490120414602,0.717328575047733,0.00127132322572583
"2140","tx","06400",11.8103981851524,1.25216265745891,0.000610715508224572
"2141","tx","06500",4.06136463450791,0.641910010195656,0.000533580595654908
"2142","tx","06601",15.4627090794291,1.60919024658435,0.00535832203572043
"2143","tx","06602",5.46848817499899,0.786832830935107,0.0766637457275691
"2144","tx","06603",7.42541335754318,0.794671806243919,0.112187231268358
"2145","tx","06701",9.4497298616406,0.933675512463255,0.004000013023591
"2146","tx","06702",10.0604846917062,0.870962227660479,0.0118827942224248
"2147","tx","06703",7.92325819054671,0.537498011705224,0.0759408910883383
"2148","tx","06801",6.36574437836796,0.621776165107243,0.0145038659319097
"2149","tx","06802",13.0611846031812,1.08328643967664,0.0485063048141175
"2150","tx","06803",9.66247429891828,0.718559849700177,0.047792798659135
"2151","tx","06804",7.81506595645943,0.939085070470972,0.02333502370941
"2152","tx","06805",25.4473164955697,2.49949086490224,0.204968112628085
"2153","tx","06806",3.67948760525213,0.361229884670344,0.0243558132515366
"2154","tx","06807",4.18427052591962,0.315889364783302,0.0016177063155738
"2155","tx","06900",14.554471010197,1.828221455872,0.000996005535802972
"2156","ut","03001",12.3087307842561,1.34345457151889,0.00033952940203466
"2157","ut","05001",23.7424127329666,1.17432054273255,0.00193148104486455
"2158","ut","11001",24.7096574558103,1.15116037529981,0.0190379740022262
"2159","ut","11002",12.7313726437295,1.20963160510494,0.0368805109298992
"2160","ut","13001",13.2261013001361,1.27529662521803,0.000187512356939633
"2161","ut","21001",17.7112260734681,1.08385203313555,0.000212530145921305
