"","state","PUMA","count","disconnected_per_pop","disconnected_density"
"345","ca","03702",1419,67.3885168827468,8.6120690467374
"346","ca","03709",1556,149.860348646827,6.06375235244035
"347","ca","03710",1907,86.4813387147975,18.930706168368
"348","ca","03711",1474,67.9513184584178,9.05754643573893
"349","ca","03723",2914,154.400466274572,108.602649727889
"350","ca","03720",382,39.0034715131713,5.12694119044325
"351","ca","03736",1200,140.105078809107,40.0434165409187
"352","ca","03714",497,54.334754564338,4.35656720743592
"353","ca","05907",1895,81.7867932671558,24.5116972369909
"354","ca","07104",2929,214.453067799092,0.982604070841972
"355","ca","06507",3202,158.507004603732,3.63166881988841
"356","ca","06502",1294,173.411953899759,0.717411113905774
"357","ca","07313",2316,118.193416687931,22.8387371399918
"358","ca","07321",2485,126.721060683325,36.8913196491445
"359","ca","07315",1704,68.6681442675801,20.3637318710797
"360","ca","07312",518,22.2060273502808,4.8021073172075
"361","ca","07311",1101,91.0293509714758,10.9005298431276
"362","ca","05915",704,53.1842562514165,1.78114253120774
"363","ca","05904",1803,44.8563254136087,13.5087684112494
"364","ca","03761",658,77.4755681149182,14.1266875446487
"365","ca","03759",1484,103.328227266397,68.2816654569865
"366","ca","03749",936,85.3158326497129,39.2785717000607
"367","ca","11102",1228,85.0062300982971,5.54788656024951
"368","ca","08301",2733,126.101601070456,29.4718037695466
"369","ca","07902",1083,83.5068239648392,0.153068621950546
"370","ca","03100",3262,159.285121343816,0.905021940855907
"371","ca","01901",3833,199.937405456158,0.534392322266372
"372","ca","05909",2409,130.08964250999,65.6370195237706
"373","ca","03764",2140,140.733920820729,39.6749481425703
"374","ca","03731",656,124.762267021681,18.8247199287828
"375","ca","03722",2612,147.047233012442,76.1732375039587
"376","ca","03718",740,62.9037742264536,14.2912907187768
"377","ca","03738",2054,131.39713408393,51.798429567017
"378","ca","03715",2558,182.583868665239,63.4476049491015
"379","co","00810",2710,162.958508719182,58.0949600793281
"380","co","00809",1427,101.703371106835,27.7940939619727
"381","co","00808",1455,105.266965706844,18.7262702057575
"382","co","00820",1433,144.295639915416,17.8087501964238
